order_id,customer_id,order_date,status,payment_method,shipping_country,total_amount
473,13,2023-08-01,livré,apple_pay,Tunisie,1595.5
474,212,2024-10-14,livré,virement,France,705.8
475,328,2023-03-11,livré,paypal,Belgique,570.44
476,260,2023-04-27,livré,paypal,Italie,1536.39
477,203,2023-01-30,en cours,virement,Allemagne,1235.83
478,170,2024-05-05,annulé,cash_on_delivery,France,1845.34
479,331,2024-04-16,livré,apple_pay,Italie,319.22
480,237,2023-02-27,annulé,apple_pay,Belgique,833.77
481,290,2024-07-02,en cours,carte_bancaire,Allemagne,637.85
482,296,2023-12-29,en cours,carte_bancaire,Espagne,1601.08
483,144,2024-01-20,annulé,apple_pay,Espagne,684.91
484,293,2023-04-30,en cours,paypal,Italie,382.88
485,364,2024-05-23,livré,virement,Italie,833.6
486,232,2024-06-21,annulé,paypal,Espagne,612.23
487,58,2023-07-26,livré,carte_bancaire,Sénégal,84.42
488,260,2024-05-27,livré,virement,Allemagne,970.5
489,175,2024-06-20,expédié,paypal,Italie,1467.56
490,74,2024-06-12,annulé,virement,Allemagne,205.52
491,371,2024-06-18,livré,carte_bancaire,France,781.3
492,160,2024-08-31,expédié,carte_bancaire,Italie,1377.23
493,240,2024-11-05,remboursé,paypal,France,215.17
494,296,2023-08-03,annulé,paypal,Allemagne,1281.31
495,99,2024-03-27,livré,carte_bancaire,Belgique,1069.23
496,77,2024-09-29,livré,apple_pay,Canada,237.78
497,53,2023-11-23,livré,paypal,Espagne,707.13
498,483,2023-09-08,en cours,virement,Maroc,573.7
499,160,2024-03-30,en cours,carte_bancaire,Espagne,684.09
500,15,2023-04-19,livré,cash_on_delivery,France,1354.24
501,45,2024-09-02,livré,apple_pay,Sénégal,366.18
502,316,2023-07-22,livré,apple_pay,Maroc,671.34
503,499,2024-08-04,expédié,virement,Maroc,1531.21
504,417,2023-04-10,annulé,cash_on_delivery,Belgique,1400.21
505,351,2024-04-26,en cours,virement,Allemagne,1535.32
506,74,2024-01-08,remboursé,cash_on_delivery,Espagne,1237.71
507,359,2023-11-29,expédié,cash_on_delivery,Sénégal,667.35
508,16,2024-05-05,livré,cash_on_delivery,Espagne,234.65
509,145,2023-05-11,annulé,apple_pay,Maroc,1212.84
510,208,2023-11-30,annulé,apple_pay,Maroc,1595.55
511,406,2024-08-27,livré,cash_on_delivery,Allemagne,927.34
512,318,2024-05-08,livré,cash_on_delivery,Maroc,326.45
513,175,2024-03-17,livré,cash_on_delivery,USA,1391.18
514,404,2023-06-27,livré,carte_bancaire,USA,1391.32
515,429,2024-04-19,livré,paypal,Canada,1188.4
516,50,2024-02-20,annulé,carte_bancaire,USA,360.59
517,56,2024-01-24,en cours,paypal,Sénégal,1196.85
518,331,2023-05-23,en cours,apple_pay,France,190.16
519,388,2024-06-28,livré,paypal,Tunisie,306.94
520,316,2024-11-28,livré,paypal,Belgique,399.38
521,292,2024-03-21,annulé,paypal,Maroc,1362.32
522,299,2024-02-18,livré,virement,Belgique,1972.98
523,32,2023-02-24,livré,carte_bancaire,Canada,1102.28
524,421,2023-10-16,expédié,carte_bancaire,Allemagne,228.3
525,222,2023-11-22,en cours,cash_on_delivery,Tunisie,794.59
526,196,2023-06-27,livré,cash_on_delivery,Espagne,430.32
527,97,2024-01-04,livré,cash_on_delivery,Espagne,1688.22
528,148,2023-05-18,expédié,carte_bancaire,Maroc,1343.43
529,332,2024-05-13,livré,cash_on_delivery,Espagne,1445.47
530,44,2024-04-11,livré,apple_pay,Tunisie,1613.82
531,320,2024-07-19,livré,cash_on_delivery,Tunisie,1023.74
532,182,2023-01-08,livré,apple_pay,Sénégal,855.3
533,434,2023-10-03,en cours,cash_on_delivery,Canada,1427.14
534,296,2024-08-04,livré,cash_on_delivery,Italie,1956.68
535,58,2023-03-23,livré,virement,Canada,1923.86
536,440,2024-04-21,expédié,apple_pay,Maroc,1559.95
537,268,2024-04-28,remboursé,carte_bancaire,Canada,186.01
538,409,2023-12-18,livré,apple_pay,France,1229.95
539,241,2024-08-10,livré,paypal,Tunisie,1813.05
540,181,2023-10-24,expédié,virement,France,1598.46
541,356,2024-07-31,expédié,paypal,France,1501.36
542,323,2023-02-22,livré,paypal,USA,346.47
543,14,2024-06-01,livré,carte_bancaire,Belgique,174.2
544,130,2023-09-21,livré,carte_bancaire,Maroc,569.13
545,310,2023-06-04,livré,cash_on_delivery,Italie,1187.62
546,414,2023-08-30,livré,cash_on_delivery,Espagne,1567.23
547,410,2023-03-28,livré,virement,USA,75.85
548,479,2024-02-27,annulé,cash_on_delivery,Allemagne,1676.85
549,339,2023-08-04,livré,apple_pay,Italie,1278.77
550,28,2023-04-29,en cours,carte_bancaire,Espagne,1513.41
551,238,2024-06-29,livré,virement,Tunisie,609.72
552,350,2023-05-29,en cours,apple_pay,Tunisie,954.43
553,7,2024-01-27,livré,paypal,Canada,1596.64
554,350,2024-06-28,expédié,paypal,Tunisie,203.75
555,313,2023-12-10,expédié,paypal,Belgique,1718.13
556,411,2024-02-05,livré,cash_on_delivery,Allemagne,1312.14
557,376,2024-06-16,en cours,paypal,Espagne,1543.29
558,161,2023-03-11,livré,carte_bancaire,Tunisie,1348.88
559,51,2023-12-26,livré,virement,Belgique,1374.14
560,129,2023-04-05,livré,carte_bancaire,USA,57.16
561,337,2024-09-05,remboursé,carte_bancaire,Maroc,441.48
562,45,2024-11-03,remboursé,apple_pay,Espagne,268.52
563,459,2023-10-29,livré,cash_on_delivery,Maroc,376.68
564,328,2024-03-13,livré,paypal,Belgique,1990.54
565,83,2023-03-05,annulé,cash_on_delivery,Tunisie,561.8
566,171,2023-09-29,expédié,virement,Sénégal,523.89
567,36,2024-09-16,livré,cash_on_delivery,Espagne,1857.89
568,331,2024-03-17,livré,virement,USA,296.31
569,330,2023-09-23,livré,carte_bancaire,France,888.75
570,38,2024-04-01,livré,carte_bancaire,Sénégal,1457.81
571,77,2023-02-08,en cours,cash_on_delivery,Belgique,11.73
572,78,2024-08-11,en cours,carte_bancaire,Canada,1810.19
573,363,2024-03-22,expédié,cash_on_delivery,Maroc,986.45
574,277,2024-12-06,livré,cash_on_delivery,Maroc,775.0
575,291,2023-12-08,livré,paypal,Tunisie,1983.29
576,29,2023-04-03,en cours,paypal,Canada,1918.06
577,437,2024-04-15,expédié,paypal,Allemagne,170.11
578,91,2024-11-07,livré,virement,Belgique,1935.35
579,357,2024-12-06,livré,paypal,Sénégal,222.47
580,44,2023-07-14,remboursé,virement,France,881.59
581,99,2023-09-02,livré,cash_on_delivery,Tunisie,1992.8
582,33,2024-05-26,annulé,apple_pay,Sénégal,1290.38
583,495,2023-02-27,expédié,paypal,France,83.71
584,208,2024-11-14,livré,apple_pay,Sénégal,1616.14
585,482,2023-06-02,en cours,apple_pay,Allemagne,1749.77
586,474,2024-05-15,livré,carte_bancaire,Sénégal,1473.56
587,465,2024-12-19,expédié,virement,France,101.15
588,89,2023-04-10,en cours,cash_on_delivery,USA,1810.28
589,88,2023-04-19,annulé,carte_bancaire,Sénégal,137.28
590,305,2023-07-27,annulé,cash_on_delivery,Italie,448.94
591,416,2024-02-16,annulé,paypal,Maroc,1478.48
592,500,2023-11-26,en cours,virement,France,1096.31
593,304,2023-10-08,livré,virement,Tunisie,135.81
594,87,2024-03-25,en cours,virement,USA,1111.28
595,21,2024-10-09,livré,apple_pay,Tunisie,1584.19
596,399,2023-03-24,livré,carte_bancaire,France,1760.46
597,92,2024-08-30,expédié,paypal,Tunisie,1416.42
598,356,2024-12-09,annulé,virement,Allemagne,1547.4
599,74,2024-02-26,en cours,virement,Espagne,1050.94
600,313,2024-05-26,en cours,apple_pay,Maroc,1196.58
601,322,2024-03-04,annulé,carte_bancaire,Canada,609.39
602,121,2023-04-08,livré,apple_pay,Italie,1973.34
603,442,2023-08-13,annulé,cash_on_delivery,Allemagne,1084.05
604,142,2023-06-02,livré,cash_on_delivery,Sénégal,234.23
605,91,2023-02-25,livré,paypal,Belgique,1846.12
606,108,2024-04-09,livré,carte_bancaire,Maroc,675.25
607,380,2023-06-11,livré,carte_bancaire,Sénégal,1079.35
608,264,2024-03-31,livré,apple_pay,USA,1791.21
609,167,2023-11-30,livré,virement,Maroc,1496.7
610,167,2024-02-27,livré,virement,Tunisie,481.87
611,457,2024-05-11,livré,carte_bancaire,Tunisie,947.27
612,75,2023-07-02,livré,cash_on_delivery,Italie,1222.77
613,70,2024-01-03,livré,paypal,Allemagne,396.37
614,172,2023-03-03,livré,paypal,Espagne,1387.5
615,57,2023-06-25,remboursé,paypal,Allemagne,922.57
616,454,2024-10-15,livré,apple_pay,Espagne,322.01
617,296,2023-03-30,expédié,cash_on_delivery,Canada,1711.46
618,251,2024-04-29,remboursé,cash_on_delivery,Belgique,440.72
619,8,2023-09-10,en cours,virement,Italie,1475.0
620,223,2024-08-28,livré,virement,USA,1784.73
621,460,2023-02-11,livré,cash_on_delivery,Canada,1960.57
622,18,2024-12-14,livré,carte_bancaire,Sénégal,794.7
623,254,2023-01-13,livré,cash_on_delivery,Allemagne,1121.39
624,68,2023-04-03,livré,carte_bancaire,Sénégal,485.73
625,343,2024-08-07,livré,apple_pay,France,1409.58
626,500,2024-12-21,livré,cash_on_delivery,Espagne,1545.95
627,405,2024-12-21,remboursé,carte_bancaire,Maroc,1257.35
628,198,2023-02-03,remboursé,paypal,Tunisie,672.48
629,386,2024-07-09,livré,apple_pay,Allemagne,1892.73
630,404,2023-12-10,en cours,carte_bancaire,Canada,1244.71
631,485,2023-02-22,expédié,carte_bancaire,Tunisie,734.34
632,188,2024-01-11,livré,virement,Canada,91.34
633,361,2023-07-29,livré,virement,Italie,1421.58
634,123,2024-08-17,livré,virement,Allemagne,1301.59
635,165,2024-11-27,livré,cash_on_delivery,Belgique,542.04
636,28,2024-05-12,livré,apple_pay,Canada,697.0
637,425,2024-11-25,livré,apple_pay,Belgique,1422.55
638,232,2024-12-10,en cours,carte_bancaire,Allemagne,1601.81
639,457,2024-02-05,remboursé,virement,Belgique,183.74
640,491,2023-10-10,expédié,carte_bancaire,Espagne,227.64
641,255,2024-10-04,livré,carte_bancaire,Belgique,416.47
642,214,2023-05-16,expédié,cash_on_delivery,Italie,1087.46
643,216,2023-10-26,livré,virement,Maroc,1292.92
644,12,2024-06-16,remboursé,paypal,Tunisie,472.33
645,297,2023-12-01,livré,cash_on_delivery,USA,1295.64
646,341,2024-03-31,en cours,cash_on_delivery,Belgique,1685.4
647,291,2023-06-25,livré,paypal,Allemagne,1580.8
648,248,2023-02-18,livré,virement,Italie,583.41
649,146,2023-06-14,livré,apple_pay,Belgique,341.06
650,94,2024-12-10,expédié,virement,Espagne,1680.27
651,122,2024-08-11,livré,virement,Sénégal,1987.61
652,134,2024-12-25,livré,carte_bancaire,Italie,418.26
653,177,2023-06-16,livré,apple_pay,Belgique,902.37
654,63,2024-05-26,expédié,virement,Sénégal,815.08
655,476,2024-07-13,livré,apple_pay,Italie,18.55
656,332,2023-10-24,en cours,apple_pay,Espagne,953.08
657,410,2024-03-28,livré,paypal,Maroc,1814.69
658,375,2024-11-25,livré,apple_pay,Maroc,89.76
659,158,2023-08-14,livré,cash_on_delivery,Italie,1238.87
660,48,2023-07-19,livré,apple_pay,Canada,1220.22
661,114,2023-07-20,annulé,carte_bancaire,Maroc,1536.52
662,276,2023-03-31,annulé,apple_pay,Tunisie,1357.36
663,100,2024-06-07,livré,carte_bancaire,Italie,1210.31
664,204,2024-01-14,livré,cash_on_delivery,Italie,1709.07
665,7,2024-04-01,livré,apple_pay,Maroc,709.2
666,111,2024-03-01,en cours,cash_on_delivery,Belgique,894.0
667,84,2024-03-10,annulé,cash_on_delivery,Espagne,1941.02
668,428,2023-08-01,livré,paypal,Sénégal,181.3
669,445,2024-08-27,livré,cash_on_delivery,Maroc,677.48
670,4,2024-02-29,livré,virement,Canada,1829.68
671,237,2023-05-21,en cours,virement,Espagne,1512.94
672,427,2023-02-13,livré,paypal,USA,1112.2
673,156,2023-08-18,livré,carte_bancaire,France,1482.31
674,79,2024-10-13,livré,cash_on_delivery,Maroc,1912.49
675,335,2023-07-03,en cours,cash_on_delivery,Allemagne,582.5
676,15,2023-03-10,livré,apple_pay,Italie,561.66
677,298,2023-09-22,livré,cash_on_delivery,Maroc,877.78
678,192,2023-09-23,livré,virement,USA,1154.77
679,30,2024-12-10,livré,virement,Italie,927.48
680,84,2024-10-13,livré,paypal,France,728.72
681,149,2023-03-20,livré,apple_pay,Allemagne,1281.5
682,393,2024-09-05,en cours,virement,Canada,1531.73
683,166,2024-12-02,remboursé,paypal,Belgique,1655.38
684,351,2024-07-01,en cours,apple_pay,Italie,731.42
685,422,2023-10-16,livré,paypal,Sénégal,282.53
686,211,2023-04-15,livré,virement,Espagne,1822.47
687,258,2024-07-26,livré,apple_pay,Canada,384.95
688,434,2023-04-27,livré,cash_on_delivery,Sénégal,1106.71
689,470,2023-01-18,livré,cash_on_delivery,Italie,1639.5
690,160,2024-03-28,en cours,apple_pay,Canada,286.64
691,391,2023-11-08,expédié,carte_bancaire,Maroc,352.69
692,114,2024-12-05,livré,virement,Belgique,1391.55
693,65,2024-03-11,livré,carte_bancaire,Maroc,1962.41
694,10,2023-02-13,annulé,virement,Maroc,1517.09
695,17,2023-03-02,annulé,cash_on_delivery,Maroc,1031.82
696,466,2024-11-14,livré,carte_bancaire,Maroc,141.83
697,401,2024-08-24,livré,virement,Espagne,1207.57
698,344,2023-10-12,livré,apple_pay,Italie,190.65
699,181,2024-09-19,livré,virement,Canada,1006.26
700,292,2023-01-15,livré,apple_pay,Allemagne,1640.98
701,367,2024-07-04,livré,carte_bancaire,Maroc,570.9
702,474,2024-12-25,livré,cash_on_delivery,Italie,1013.35
703,358,2023-04-20,livré,virement,Italie,884.94
704,195,2024-02-22,livré,carte_bancaire,Italie,1033.36
705,64,2024-05-22,livré,paypal,Belgique,1044.26
706,286,2024-05-20,en cours,carte_bancaire,Tunisie,173.67
707,146,2024-12-04,livré,cash_on_delivery,Allemagne,1474.99
708,284,2024-03-14,livré,virement,Maroc,1970.08
709,459,2024-11-26,annulé,paypal,Espagne,956.6
710,7,2023-04-18,expédié,cash_on_delivery,Sénégal,988.38
711,268,2023-05-27,en cours,cash_on_delivery,Tunisie,179.16
712,356,2023-06-22,livré,carte_bancaire,Italie,212.43
713,500,2024-02-18,livré,carte_bancaire,Allemagne,408.52
714,430,2024-12-31,livré,apple_pay,USA,1003.23
715,140,2024-02-14,annulé,paypal,Sénégal,1603.96
716,342,2024-05-11,en cours,apple_pay,Belgique,814.84
717,76,2023-09-14,annulé,cash_on_delivery,Sénégal,224.99
718,119,2023-04-12,en cours,carte_bancaire,Maroc,277.87
719,256,2024-01-27,en cours,apple_pay,Italie,1944.42
720,79,2023-03-20,livré,apple_pay,Sénégal,1250.23
721,406,2024-05-24,livré,cash_on_delivery,Canada,594.19
722,134,2024-07-07,livré,apple_pay,France,1620.87
723,488,2023-05-02,annulé,cash_on_delivery,Sénégal,1981.52
724,162,2023-02-06,remboursé,carte_bancaire,Espagne,890.69
725,286,2024-12-24,en cours,virement,Sénégal,1560.97
726,221,2024-05-14,livré,carte_bancaire,USA,1434.29
727,346,2024-07-06,livré,apple_pay,Sénégal,1112.03
728,244,2023-02-27,livré,cash_on_delivery,Belgique,321.06
729,254,2024-11-23,livré,paypal,Belgique,761.82
730,165,2023-05-12,livré,paypal,Italie,1185.02
731,415,2024-10-02,en cours,paypal,Tunisie,63.53
732,50,2024-02-26,livré,paypal,France,1983.97
733,339,2023-11-16,livré,apple_pay,Maroc,476.9
734,467,2023-04-28,en cours,paypal,Espagne,1739.19
735,11,2024-11-04,livré,cash_on_delivery,USA,84.38
736,264,2024-12-13,expédié,cash_on_delivery,USA,540.57
737,12,2024-02-04,expédié,paypal,USA,761.7
738,51,2024-11-22,annulé,virement,Italie,209.11
739,255,2023-12-14,livré,virement,USA,1532.16
740,154,2024-05-23,livré,carte_bancaire,Canada,877.62
741,110,2024-08-10,livré,cash_on_delivery,Allemagne,104.59
742,320,2024-08-15,en cours,carte_bancaire,USA,193.0
743,173,2024-06-27,livré,cash_on_delivery,Tunisie,1137.19
744,108,2023-11-06,livré,apple_pay,Belgique,162.56
745,222,2024-02-29,en cours,cash_on_delivery,Belgique,633.57
746,320,2024-07-14,livré,virement,France,1346.4
747,322,2024-08-13,en cours,cash_on_delivery,Allemagne,1726.79
748,339,2024-04-23,expédié,paypal,Canada,1486.99
749,415,2024-03-20,en cours,apple_pay,France,1540.55
750,268,2023-09-04,livré,virement,Belgique,930.35
751,433,2023-03-07,livré,virement,Tunisie,644.12
752,137,2023-09-20,annulé,apple_pay,Allemagne,1295.62
753,208,2023-01-29,livré,virement,Belgique,308.42
754,238,2024-03-08,livré,carte_bancaire,Allemagne,1982.67
755,82,2023-10-12,livré,apple_pay,Espagne,67.99
756,330,2024-05-12,remboursé,carte_bancaire,France,1927.94
757,441,2023-11-02,remboursé,carte_bancaire,Tunisie,634.67
758,460,2023-04-03,livré,cash_on_delivery,Espagne,1318.29
759,121,2023-05-04,livré,apple_pay,USA,1471.62
760,487,2024-05-23,annulé,carte_bancaire,Allemagne,1055.27
761,308,2023-12-04,livré,apple_pay,Tunisie,1615.31
762,413,2024-03-09,en cours,virement,Espagne,479.52
763,55,2024-03-26,livré,cash_on_delivery,Belgique,1940.15
764,442,2024-01-19,livré,carte_bancaire,Italie,985.81
765,280,2023-10-12,livré,virement,Italie,1368.65
766,244,2023-01-22,en cours,apple_pay,France,1644.52
767,431,2023-02-25,en cours,virement,Belgique,1599.89
768,283,2024-12-18,livré,paypal,Maroc,1281.51
769,274,2024-02-02,remboursé,carte_bancaire,Tunisie,1716.72
770,475,2023-04-03,expédié,virement,Belgique,518.51
771,108,2024-03-25,remboursé,paypal,Tunisie,328.85
772,405,2024-05-18,livré,cash_on_delivery,Tunisie,1734.22
773,475,2023-04-13,annulé,virement,Belgique,1437.6
774,260,2024-07-14,livré,paypal,Sénégal,847.53
775,356,2024-10-18,livré,virement,Sénégal,113.68
776,406,2023-07-24,en cours,paypal,Italie,16.12
777,295,2024-06-12,livré,virement,USA,324.07
778,352,2024-04-07,livré,cash_on_delivery,Espagne,1879.44
779,134,2023-12-02,livré,paypal,Allemagne,1190.11
780,44,2024-01-22,livré,apple_pay,Allemagne,371.96
781,11,2024-10-24,expédié,apple_pay,Allemagne,1846.99
782,465,2023-09-26,livré,virement,France,930.23
783,206,2023-06-02,en cours,carte_bancaire,Italie,1204.78
784,88,2024-06-22,expédié,cash_on_delivery,Sénégal,243.53
785,424,2024-12-31,en cours,virement,Allemagne,245.84
786,485,2023-10-22,remboursé,cash_on_delivery,Tunisie,1566.42
787,67,2023-08-09,livré,paypal,Allemagne,421.15
788,215,2023-01-30,livré,paypal,Belgique,1587.0
789,121,2024-01-14,en cours,apple_pay,Sénégal,1815.58
790,44,2023-11-28,livré,cash_on_delivery,Allemagne,275.08
791,366,2024-09-03,livré,paypal,Maroc,852.35
792,49,2023-08-29,livré,cash_on_delivery,Italie,113.7
793,311,2024-09-04,expédié,carte_bancaire,France,1934.75
794,130,2024-02-09,livré,paypal,Espagne,768.07
795,496,2023-07-03,remboursé,paypal,Espagne,91.84
796,258,2024-04-24,livré,virement,Maroc,684.96
797,163,2023-09-24,en cours,carte_bancaire,Italie,871.53
798,23,2023-10-15,expédié,paypal,Tunisie,1003.43
799,145,2023-09-28,expédié,apple_pay,Italie,533.8
800,224,2024-05-18,remboursé,virement,Canada,637.93
801,437,2024-03-26,expédié,carte_bancaire,Allemagne,1276.94
802,77,2024-04-26,livré,paypal,Espagne,374.45
803,362,2024-05-21,livré,carte_bancaire,Sénégal,240.89
804,183,2024-04-13,expédié,cash_on_delivery,Maroc,1126.1
805,434,2023-12-24,en cours,carte_bancaire,Allemagne,304.63
806,445,2024-06-04,livré,paypal,USA,1671.56
807,457,2023-01-05,en cours,apple_pay,USA,432.67
808,93,2024-05-25,livré,carte_bancaire,Italie,162.9
809,14,2023-05-05,livré,cash_on_delivery,Italie,1962.86
810,303,2023-11-28,expédié,virement,France,221.08
811,42,2024-05-06,livré,cash_on_delivery,Belgique,1418.34
812,305,2023-02-14,en cours,apple_pay,Sénégal,665.56
813,167,2024-08-05,expédié,virement,Allemagne,1999.64
814,442,2023-11-27,livré,carte_bancaire,Maroc,1290.85
815,281,2024-02-13,expédié,paypal,Espagne,768.97
816,123,2023-04-02,expédié,carte_bancaire,Allemagne,1732.38
817,84,2024-10-24,livré,virement,Maroc,810.77
818,153,2023-11-14,livré,apple_pay,Espagne,870.39
819,184,2024-06-08,en cours,virement,Sénégal,1665.79
820,229,2024-07-30,remboursé,apple_pay,Tunisie,958.11
821,47,2024-09-20,annulé,virement,Tunisie,1623.88
822,323,2023-12-16,livré,cash_on_delivery,Allemagne,90.47
823,332,2024-05-22,en cours,apple_pay,Canada,318.59
824,43,2024-05-04,livré,paypal,Espagne,880.34
825,66,2023-09-12,en cours,apple_pay,Tunisie,607.81
826,152,2023-02-16,livré,apple_pay,Maroc,1106.48
827,262,2024-11-07,livré,apple_pay,Belgique,198.02
828,182,2024-05-30,livré,carte_bancaire,Maroc,172.72
829,380,2023-07-06,en cours,cash_on_delivery,France,367.31
830,43,2023-11-18,livré,apple_pay,Sénégal,1411.71
831,388,2023-09-29,en cours,paypal,Espagne,1251.38
832,109,2024-09-10,livré,paypal,Maroc,1496.59
833,223,2023-04-30,livré,carte_bancaire,Espagne,21.64
834,336,2024-11-04,livré,apple_pay,Sénégal,1386.69
835,156,2024-01-05,en cours,cash_on_delivery,Belgique,1948.1
836,45,2023-04-25,livré,carte_bancaire,Allemagne,37.61
837,440,2023-05-29,livré,virement,Tunisie,967.42
838,432,2023-07-15,en cours,carte_bancaire,Belgique,1582.12
839,395,2023-01-23,livré,carte_bancaire,Espagne,953.24
840,463,2024-05-11,livré,cash_on_delivery,France,1408.17
841,441,2023-10-29,livré,apple_pay,Tunisie,492.83
842,27,2024-12-31,livré,cash_on_delivery,Tunisie,214.3
843,435,2024-07-21,livré,paypal,France,1161.54
844,250,2024-09-18,livré,cash_on_delivery,Allemagne,1031.58
845,366,2024-08-13,livré,paypal,Canada,47.85
846,33,2024-04-29,livré,carte_bancaire,Sénégal,1300.12
847,319,2024-12-15,expédié,cash_on_delivery,France,700.06
848,83,2023-12-19,livré,cash_on_delivery,Allemagne,392.48
849,260,2023-12-14,livré,apple_pay,Sénégal,1819.05
850,68,2024-02-04,remboursé,cash_on_delivery,Italie,1448.76
851,408,2023-06-15,livré,apple_pay,Allemagne,1942.17
852,145,2024-05-09,en cours,virement,Espagne,181.52
853,103,2024-03-01,livré,cash_on_delivery,Belgique,989.45
854,121,2023-01-19,livré,paypal,Belgique,103.63
855,183,2024-05-30,en cours,carte_bancaire,Maroc,357.68
856,173,2023-05-04,livré,apple_pay,Allemagne,1238.95
857,250,2023-12-30,livré,carte_bancaire,Canada,687.25
858,137,2024-06-11,remboursé,apple_pay,Maroc,1708.28
859,362,2024-04-13,livré,carte_bancaire,Maroc,1893.07
860,401,2023-04-15,en cours,apple_pay,France,1566.49
861,260,2023-07-30,livré,paypal,Espagne,1263.55
862,373,2024-06-02,livré,cash_on_delivery,Maroc,888.62
863,79,2023-05-22,en cours,carte_bancaire,Allemagne,675.87
864,225,2023-01-07,expédié,virement,Sénégal,1540.75
865,175,2023-09-30,livré,paypal,Tunisie,350.81
866,185,2024-06-26,en cours,cash_on_delivery,Allemagne,498.45
867,71,2024-02-24,annulé,cash_on_delivery,Canada,832.68
868,407,2024-03-29,en cours,virement,France,1888.04
869,368,2023-03-28,annulé,paypal,Italie,1887.85
870,206,2023-03-04,expédié,cash_on_delivery,France,337.01
871,339,2024-08-11,expédié,carte_bancaire,Canada,310.39
872,499,2024-11-28,livré,apple_pay,Belgique,809.99
873,370,2023-01-09,en cours,paypal,Canada,1819.37
874,313,2024-04-01,expédié,virement,Canada,1403.59
875,320,2024-12-15,annulé,paypal,Tunisie,1307.55
876,398,2023-02-07,livré,apple_pay,Italie,610.05
877,200,2023-05-10,en cours,apple_pay,Canada,1482.7
878,146,2023-11-16,livré,apple_pay,Italie,1028.23
879,388,2024-07-06,en cours,apple_pay,Belgique,56.61
880,124,2024-03-08,annulé,apple_pay,Maroc,614.84
881,375,2024-10-04,livré,apple_pay,Italie,752.23
882,64,2023-05-08,livré,cash_on_delivery,Belgique,1305.42
883,294,2023-08-30,en cours,apple_pay,USA,911.76
884,366,2024-06-30,remboursé,apple_pay,Allemagne,1259.21
885,180,2024-08-09,livré,virement,Tunisie,1337.18
886,267,2024-06-12,en cours,apple_pay,Allemagne,219.4
887,422,2023-05-31,annulé,cash_on_delivery,Tunisie,914.08
888,42,2023-05-14,livré,cash_on_delivery,Allemagne,855.52
889,229,2024-02-17,livré,apple_pay,Canada,1356.88
890,266,2024-08-21,annulé,cash_on_delivery,Tunisie,1745.31
891,226,2024-03-02,en cours,virement,Espagne,1896.16
892,259,2023-05-13,livré,apple_pay,Canada,1425.19
893,61,2023-02-03,en cours,virement,Canada,916.31
894,190,2024-02-23,expédié,carte_bancaire,Maroc,246.34
895,190,2023-06-06,livré,carte_bancaire,Italie,90.16
896,157,2024-05-12,expédié,carte_bancaire,Espagne,613.49
897,73,2023-11-09,annulé,paypal,Allemagne,849.3
898,94,2023-05-06,annulé,apple_pay,Italie,982.7
899,35,2024-08-09,remboursé,paypal,USA,840.97
900,232,2024-05-01,expédié,apple_pay,Espagne,1564.89
901,391,2024-04-05,livré,cash_on_delivery,Espagne,1276.56
902,444,2024-10-01,en cours,apple_pay,Tunisie,187.74
903,199,2024-07-07,livré,carte_bancaire,Sénégal,796.84
904,377,2023-06-19,livré,carte_bancaire,USA,186.17
905,323,2024-07-28,annulé,carte_bancaire,Canada,1417.72
906,44,2024-08-13,livré,carte_bancaire,USA,1241.22
907,268,2023-01-20,livré,carte_bancaire,Canada,956.91
908,93,2023-07-30,expédié,virement,USA,557.18
909,228,2023-11-25,livré,cash_on_delivery,USA,1071.75
910,24,2023-12-15,livré,cash_on_delivery,Espagne,1868.36
911,213,2024-01-27,livré,paypal,Maroc,1060.52
912,59,2023-10-20,expédié,virement,Espagne,1088.14
913,131,2024-02-22,annulé,virement,France,316.91
914,315,2024-12-31,expédié,carte_bancaire,Belgique,371.1
915,200,2023-11-28,livré,paypal,Tunisie,293.5
916,483,2023-07-27,annulé,virement,USA,250.72
917,301,2024-05-31,livré,cash_on_delivery,Maroc,1022.16
918,138,2024-02-21,livré,carte_bancaire,Sénégal,935.0
919,15,2023-01-20,livré,paypal,Canada,475.14
920,494,2024-07-22,livré,virement,Belgique,212.0
921,291,2024-10-13,livré,apple_pay,Allemagne,176.98
922,401,2023-06-22,expédié,virement,Canada,752.88
923,488,2024-04-07,livré,carte_bancaire,France,1823.87
924,417,2023-10-24,livré,virement,France,1660.45
925,31,2024-09-04,expédié,paypal,Tunisie,969.55
926,180,2024-06-06,annulé,paypal,France,433.38
927,83,2023-11-04,en cours,carte_bancaire,Tunisie,1130.53
928,358,2024-07-23,livré,paypal,Tunisie,287.9
929,108,2023-11-22,en cours,paypal,Belgique,1915.26
930,386,2024-11-09,en cours,paypal,Italie,553.3
931,108,2023-01-17,livré,virement,France,1203.03
932,312,2024-11-19,livré,virement,Tunisie,1803.88
933,285,2024-02-07,remboursé,apple_pay,Maroc,1409.57
934,404,2024-07-05,remboursé,carte_bancaire,Sénégal,1306.02
935,345,2024-01-21,livré,apple_pay,Italie,1944.36
936,199,2024-12-14,livré,carte_bancaire,Maroc,1538.25
937,237,2023-01-10,livré,virement,France,394.05
938,389,2024-01-02,livré,virement,Maroc,1843.58
939,418,2023-08-15,en cours,virement,Sénégal,613.33
940,496,2024-12-21,livré,apple_pay,Allemagne,568.71
